objectid,type,pol_type,iso_ter,iso_sov,romnam,maplabel,Shape__Area,Shape__Length,total_country_area_km2,2025_Unclassified,2025_Potential,2025_Likely,2018_Unclassified,2018_Potential,2018_Likely,ch_Removal,ch_Downgrade,ch_NoChange,ch_Upgrade,ch_Addition
117,Land,State,ECU,ECU,Ecuador,Ecuador,2.57544E+11,7173251.75,255511.3249,0.054429118,0.088206544,0.857364337,0.30753448,0.442887849,0.249577671,0.015972103,0.000434761,0.317123301,0.39739237,0.269077465
118,EEZ,Joint regime,ECU; COL,ECU; COL,Not Applicable,Not Applicable,18777398455,1155732.785,18550.87544,0.999815737,0.000184263,NA,0.999723603,0.000276397,NA,9.21340794455568e-05,NA,0.999907866,NA,NA
119,EEZ,200NM,EGY,EGY,Not Applicable,Not Applicable,3.29775E+11,7408891.048,243095.1181,0.925356919,0.001517646,0.073125435,0.957030658,0.000310488,0.042658854,0.004359419,0.000240457,0.959332802,3.41638166641056e-05,0.036033158
120,Land,State,EGY,EGY,Egypt,Egypt,1.23549E+12,7840593.184,981782.912,0.960675808,0.015480331,0.023843861,0.955808896,0.016421912,0.027769192,0.005733647,7.70678900968347e-06,0.992714087,0.000677825,0.000866735
121,Land,Sovereignty unsettled,xMS,EGY,Bi'r Tawīl,Not Applicable,2347274159,236126.4101,2012.055714,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
122,EEZ,200NM,ERI,ERI,Not Applicable,Not Applicable,84910830650,4242271.798,78343.24084,0.776310149,0.018229609,0.205460243,0.751240161,0.042129475,0.206630364,0.026151756,0.000358174,0.97223988,0.000168421,0.001081769
123,Land,State,ERI,ERI,Eritrea,Eritrea,1.3038E+11,5086011.97,120297.5007,0.892615268,0.072647889,0.034736843,0.891630477,0.084824356,0.023545167,0.003072758,0.000233579,0.98295599,0.011649706,0.002087967
124,EEZ,Overlapping claim,ERI; DJI,ERI; DJI,Not Applicable,Not Applicable,259112542,67508.85146,243.5970646,0.948627012,0.041096986,0.010276002,0.791086644,0.198637354,0.010276002,0.157540368,NA,0.842459632,NA,NA
125,Land,Non-Self Governing Territory,ESH,ESH,Western Sahara,Western Sahara,3.25614E+11,3520189.643,267522.9821,0.94125347,NA,0.05874653,0.936294057,NA,0.063705943,0.005417786,NA,0.994123841,NA,0.000458372
126,EEZ,Overlapping claim,ESH,ESH; MAR,Not Applicable,Not Applicable,3.38991E+11,3168647.254,284046.5075,0.833187499,0.090375613,0.076436888,0.83147701,0.152806521,0.015716469,0.058637986,NA,0.880573156,0.003861363,0.056927496
127,EEZ,200NM,ESP,ESP,Not Applicable,Not Applicable,1.58958E+12,19101819.23,1005153.967,0.799071205,0.067200645,0.131948264,0.872568567,0.081434439,0.045996994,0.023604994,0.000176859,0.866148433,0.011240579,0.097049249
128,Land,State,ESP,ESP,Spain,Spain,8.71473E+11,12451485.01,506363.1072,0.509736846,0.130644087,0.359619067,0.688375713,0.069152539,0.242471747,0.023365032,0.006049861,0.744116274,0.024464932,0.2020039
129,EEZ,Overlapping claim,ESP,ESP; MAR,Not Applicable,Not Applicable,156549088.9,171632.608,86.67865899,NA,NA,1,0.388071527,NA,0.611928473,NA,NA,0.611928473,NA,0.388071527
130,EEZ,200NM,EST,EST,Not Applicable,Not Applicable,1.35217E+11,6754445.981,36383.29564,0.688035482,NA,0.311964518,0.808901975,NA,0.191098025,0.003883135,NA,0.871367238,NA,0.124749627
131,Land,State,EST,EST,Estonia,Estonia,1.67918E+11,6399768.339,45573.74796,0.8334825,NA,0.1665175,0.822307043,NA,0.177692957,0.031426326,NA,0.948322806,NA,0.020250869
132,Land,State,ETH,ETH,Ethiopia,Ethiopia,1.16559E+12,5415767.925,1129566.917,0.742179832,0.029720088,0.22810008,0.756472103,0.147698622,0.095829275,0.065705653,0.00687538,0.756811926,0.090609118,0.079997923
133,Land,State,ALA,FIN,Finland,Finland,6563386250,10973427.86,1182.787516,0.994918837,NA,0.005081163,0.989478486,NA,0.010521514,0.005802749,NA,0.993834852,NA,0.000362398
134,EEZ,200NM,FIN,FIN,Not Applicable,Not Applicable,3.62993E+11,59880216.59,82949.45099,0.883309905,NA,0.116690095,0.875544233,NA,0.124455767,0.015761466,NA,0.97624274,NA,0.007995794
135,Land,State,FIN,FIN,Finland,Finland,1.83141E+12,52912918.69,335728.619,0.875036844,0.002250103,0.122713053,0.873023445,0.002824278,0.124152276,0.01331323,0.000174257,0.974940925,0.000271756,0.011299831
136,EEZ,200NM,FJI,FJI,Not Applicable,Not Applicable,1.43986E+12,11298662.07,1289852.098,0.937461221,0.007105605,0.055433175,0.952147342,0.000264108,0.04758855,0.001417737,0.00022354,0.982248531,6.33276616739006e-06,0.016103859
137,Land,State,FJI,FJI,Fiji,Fiji,14471935131,3756268.377,12879.45766,0.019890311,0.01695867,0.963151018,0.31493608,0.206147702,0.478916217,0.010638877,0.004367102,0.473161673,0.206147702,0.305684646
138,EEZ,200NM,ATF,FRA,Not Applicable,Not Applicable,3.67897E+12,19561911.92,1947613.491,0.444735293,0.215921411,0.339343296,0.989681949,4.88103907587792e-05,0.010269241,1.33410569925174e-05,4.68743746592866e-05,0.454957499,2.22882824454256e-05,0.544959997
139,Land,Territory,ATF,FRA,French Southern Territories,French Southern Territories (Fr.),18411807399,5149631.392,7774.045045,NA,0.003895015,0.996104985,0.000505287,NA,0.999494713,NA,0.003895015,0.995599698,NA,0.000505287
140,EEZ,200NM,BLM,FRA,Not Applicable,Not Applicable,4641975980,343096.8851,4192.790905,0.909961138,0.072364437,0.017674425,0.831158903,0.150195881,0.018645216,0.081327754,NA,0.916146726,NA,0.002525519
141,Land,Territory,BLM,FRA,Saint Barthélemy,Saint Barthélemy (Fr.),26895835.83,62699.73504,24.43333613,0.266666772,NA,0.733333228,NA,NA,1,0.266666772,NA,0.733333228,NA,NA
142,EEZ,200NM,CPT,FRA,Not Applicable,Not Applicable,4.53309E+11,2408856.098,435110.4908,0.704279237,7.13545689559405e-05,0.295649408,0.704174802,8.28457065624047e-05,0.295742352,0.000454314,NA,0.999195808,NA,0.000349878
143,EEZ,200NM,FRA,FRA,Not Applicable,Not Applicable,7.15225E+11,16991765.61,343255.9344,0.645397471,0.084908887,0.269693641,0.832852002,0.083936492,0.083211506,0.014184014,0.00034449,0.775083414,0.008749538,0.201638545
144,Land,State,FRA,FRA,France,France,1.16466E+12,15752534.03,549279.8021,0.687040579,0.188765346,0.124194075,0.934646217,0.010773061,0.054580722,0.00679746,0.000871572,0.735136252,0.002791619,0.254403098
145,EEZ,200NM,GLP,FRA,Not Applicable,Not Applicable,99691357271,2072099.049,90743.00766,0.950579538,0.025218839,0.024201624,0.926682971,0.048689929,0.024627101,0.025382706,0.000117781,0.972949911,6.34629285426223e-05,0.001486139
146,Land,Territory,GLP,FRA,Guadeloupe,Guadeloupe (Fr.),1799144468,488214.5105,1647.550031,0.202520682,0.028455837,0.769023481,0.075292802,0.125261886,0.799445312,0.12972006,0.002995322,0.855808183,0.008984253,0.002492181
147,EEZ,200NM,GUF,FRA,Not Applicable,Not Applicable,1.3427E+11,2554078.858,131504.6834,0.86673714,0.095761021,0.037501839,0.826575723,0.136375166,0.03704911,0.041449504,3.887898529806e-05,0.957145873,7.76559733211765e-05,0.001288088
148,Land,Territory,GUF,FRA,French Guiana,French Guiana (Fr.),83933770540,2060496.776,82988.95319,0.012281164,0.010572721,0.977146114,0.644051317,0.294551732,0.061396951,0.001672684,0.000112921,0.070394314,0.294377245,0.633442836
149,EEZ,200NM,MAF,FRA,Not Applicable,Not Applicable,1222594565,261357.5356,1099.49682,0.891971935,NA,0.108028065,0.882354227,0.000739945,0.116905828,0.011837854,NA,0.985942002,NA,0.002220145
150,Land,Territory,MAF,FRA,Saint Martin,Saint Martin (Fr.),62384962.4,69382.02148,51.25973111,0.36508511,0.142858724,0.492056166,0.158734606,0.301593332,0.539672062,0.238099338,NA,0.698404467,0.031747362,0.031748833
151,EEZ,200NM,MTQ,FRA,Not Applicable,Not Applicable,51337442318,1797184.066,47544.82734,0.927393125,0.056834822,0.015772053,0.89801227,0.085971577,0.016016153,0.030825481,0.000174166,0.967451324,0.000104402,0.001444627
152,Land,Territory,MTQ,FRA,Martinique,Martinique (Fr.),1201121266,380113.3405,1134.787687,0.146615912,0.051072265,0.802311823,0.192555936,0.037949142,0.769494921,0.022620667,0.006567122,0.894954148,0.00729737,0.068560692
153,Land,Territory,MYT,FRA,Mayotte,Mayotte (Fr.),579034884.4,883744.6429,523.786976,NA,0.262752768,0.737247232,0.184728201,NA,0.815271799,NA,0.089171916,0.726099884,NA,0.184728201
154,EEZ,200NM,NCL,FRA,Not Applicable,Not Applicable,1.35975E+12,20782891.54,1175842.141,0.723384314,0.082753615,0.193862071,0.978602968,0.000622731,0.020774301,0.000299814,0.000133488,0.743609242,0.000438988,0.255518468
155,Land,Non-Self Governing Territory,NCL,FRA,New Caledonia,New Caledonia (Fr.),25799196269,15878313.56,21807.49841,0.001025267,0.000954401,0.998020331,0.407347511,0.137741258,0.454911231,0.000146541,0.000440081,0.455460244,0.137484348,0.406468785
156,EEZ,200NM,PYF,FRA,Not Applicable,Not Applicable,5.40709E+12,26919475.64,4764797.748,0.954308948,0.001628655,0.044062397,0.981271395,0.000163395,0.01856521,0.0003503,1.50830967651577e-05,0.972314845,7.02362262123585e-06,0.027312748
157,Land,Non-Self Governing Territory,PYF,FRA,Clipperton Island,Clipperton Is. (Fr.),2246940.668,22098.79165,2.524112777,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA
158,Land,Non-Self Governing Territory,PYF,FRA,French Polynesia,French Polynesia (Fr.),8979313809,15141484.18,7905.133697,0.049981457,0.007486642,0.942531901,0.066410074,NA,0.933589926,0.022012681,0.002029212,0.937516808,NA,0.038441298
159,EEZ,200NM,REU,FRA,Not Applicable,Not Applicable,3.67812E+11,2568686.75,315287.7742,0.715887778,4.5245739134035e-05,0.284066976,0.999001881,0.000691677,0.000306442,3.52418071322378e-05,NA,0.716194091,0.000621323,0.283149344
160,Land,Territory,REU,FRA,Réunion,Réunion (Fr.),2903977722,231097.2399,2511.092519,0.127164647,NA,0.872835353,0.007940559,0.37662026,0.615439182,0.124941257,NA,0.606855158,0.262486415,0.005717169
161,EEZ,200NM,SPM,FRA,Not Applicable,Not Applicable,25610010871,1660267.921,12370.96362,0.970920557,NA,0.029079443,0.999075883,0.000543819,0.000380298,0.000591381,NA,0.970661912,NA,0.028746707
162,Land,Territory,SPM,FRA,Saint Pierre et Miquelon,Saint Pierre et Miquelon (Fr.),485830386,267982.1072,220.4509357,0.800222753,NA,0.199777247,1,NA,NA,NA,NA,0.800222753,NA,0.199777247
163,EEZ,200NM,WLF,FRA,Not Applicable,Not Applicable,2.78145E+11,2678893.609,262900.3904,0.971081317,0.003426828,0.025491854,0.973260725,0.000908632,0.025830642,0.001221202,3.17712261579452e-05,0.995327346,1.906978084024e-05,0.00340061
164,Land,Territory,WLF,FRA,Wallis and Futuna,Wallis and Futuna (Fr.),187502064.5,311254.2956,161.2237305,0.299495522,0.185119636,0.515384842,0.453742573,NA,0.546257427,0.030979774,0.030852778,0.752940624,NA,0.185226825
165,EEZ,Overlapping claim,MYT,FRA; COM,Not Applicable,Not Applicable,70860137748,2022302.713,66636.31086,0.519644673,NA,0.480355327,0.012744797,NA,0.987255203,0.510648519,NA,0.485602838,NA,0.003748643
166,EEZ,Joint regime,FRA; ESP,FRA; ESP,Not Applicable,Not Applicable,5770003725,303924.4638,2859.508703,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
167,EEZ,Joint regime,FRA; ITA,FRA; ITA,Not Applicable,Not Applicable,118913822.4,43628.39519,62.00241528,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
168,EEZ,Overlapping claim,ATF,FRA; MDG; MUS,Not Applicable,Not Applicable,2.98095E+11,2108024.17,274221.4002,0.999886003,6.5982412460488e-05,4.80141931972115e-05,0.999886011,5.69695232873627e-05,5.70189930878302e-05,4.50019841581619e-05,6.00259253411812e-06,0.999903985,NA,4.50100734406685e-05
169,EEZ,Overlapping claim,NCL; VUT,FRA; VUT,Not Applicable,Not Applicable,2.2355E+11,1917537.796,187446.1695,0.971277015,0.000353772,0.028369213,0.99970565,0.000264761,2.95894922258757e-05,0.00014296,NA,0.971260088,2.53571925272538e-05,0.028571595
170,EEZ,200NM,FSM,FSM,Not Applicable,Not Applicable,3.0821E+12,15382169.67,3008414.193,0.946025135,0.000759604,0.053215261,0.945656254,0.00170764,0.052636106,0.001981095,4.20480346782001e-05,0.99632883,3.58122398424601e-05,0.001612214
171,Land,State,FSM,FSM,Micronesia (Federated States of),Micronesia (Federated States of),3061106701,6404253.577,2795.182266,0.133911101,0.006671015,0.859417885,0.103771664,0.007266498,0.888961838,0.045543319,0.005762459,0.927543372,0.005746968,0.015403882
172,EEZ,200NM,GAB,GAB,Not Applicable,Not Applicable,2.03876E+11,6581245.805,201780.2006,0.767578956,0.000414972,0.232006072,0.989676942,0.001664385,0.008658673,0.000423157,9.74109245577521e-05,0.775433335,0.001524954,0.222521143
173,Land,State,GAB,GAB,Gabon,Gabon,2.65003E+11,7452795.524,263129.7476,0.008091832,0.012708554,0.979199614,0.858923202,0.013509509,0.127567289,2.92062447280365e-05,3.573212332062e-05,0.135568224,0.013506262,0.850860576
174,EEZ,200NM,AIA,GBR,Not Applicable,Not Applicable,1.02692E+11,1448985.789,90009.31294,0.982115282,0.015853006,0.002031712,0.972673289,0.025204408,0.002122303,0.009802651,NA,0.989809607,2.70844975384279e-05,0.000360658
175,EEZ,200NM,BMU,GBR,Not Applicable,Not Applicable,6.53678E+11,3066138.505,463818.6758,0.996678691,0.00146785,0.001853459,0.995580516,0.002509862,0.001909621,0.001223086,4.69400187219694e-06,0.998645744,1.56494891926321e-06,0.000124911
176,Land,Non-Self Governing Territory,BMU,GBR,Bermuda,Bermuda (UK),89723580.73,199566.1851,62.36572525,0.011629215,NA,0.988370785,0.372111717,0.023259478,0.604628806,0.011629215,NA,0.604628806,0.011630263,0.372111717
177,EEZ,200NM,CYM,GBR,Not Applicable,Not Applicable,1.3337E+11,1621502.493,118157.7217,0.987959991,0.009219087,0.002820922,0.979461043,0.017731903,0.002807054,0.008984904,NA,0.990494994,3.41463395891636e-05,0.000485956
178,Land,Non-Self Governing Territory,CYM,GBR,Cayman Islands,Cayman Islands (UK),312550335.2,224160.4648,280.1499816,0.023067023,NA,0.976932977,0.037488863,0.025910304,0.936600833,0.023067023,NA,0.91353381,0.025910304,0.037488863
179,Land,Non-Self Governing Territory,FLK,GBR,Falkland Islands (Malvinas),Falkland Islands (Malvinas) ***,32235765950,10403478.46,12098.94605,0.757888759,NA,0.242111241,0.933156779,0.008676423,0.058166798,0.002523916,NA,0.811052114,0.008632035,0.177791935
180,EEZ,200NM,GBR,GBR,Not Applicable,Not Applicable,2.43589E+12,45565231.63,725125.9285,0.977788172,0.012894065,0.00918256,0.969936515,0.019031355,0.01103213,0.008519089,1.15054232487392e-05,0.990682441,NA,0.000651763
181,Land,State,GBR,GBR,United Kingdom of Great Britain & Northern Ireland,United Kingdom of Great Britain & Northern Ireland,7.17049E+11,35653606.46,244881.5607,0.904761247,0.006718953,0.0885198,0.918657348,0.002026728,0.079315924,0.014772281,6.66630932314865e-05,0.956241086,0.000251587,0.028668382
182,Land,Territory,GBR,GBR,Not Applicable,Not Applicable,321053.7902,2159.102374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,EEZ,200NM,GGY,GBR,Not Applicable,Not Applicable,15547862283,751094.0051,6488.061302,0.985093452,NA,0.014906548,0.986910652,NA,0.013089348,0.003184835,NA,0.99181313,NA,0.005002035
184,Land,Territory,GGY,GBR,Guernsey,Guernsey (UK),208936310.3,200053.6377,84.53345906,0.761711969,NA,0.238288031,0.755051824,NA,0.244948176,0.046355478,NA,0.91394919,NA,0.039695332
185,Land,Non-Self Governing Territory,GIB,GBR,Gibraltar,Gibraltar (UK),10483355.29,24236.73767,6.935774068,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA
186,Land,Territory,IMN,GBR,Isle of Man,Isle of Man (UK),1694688144,253888.1882,578.7603957,0.876163524,NA,0.123836476,0.974784253,NA,0.025215747,0.010428286,NA,0.880522699,NA,0.109049015
187,EEZ,200NM,JEY,GBR,Not Applicable,Not Applicable,5311029537,411954.2765,2278.479678,0.87528287,NA,0.12471713,0.954247567,NA,0.045752433,0.006680585,NA,0.907674133,NA,0.085645282
188,Land,Territory,JEY,GBR,Jersey,Jersey (UK),292488965.1,124993.4017,129.9824335,0.783456101,NA,0.216543899,0.748826647,NA,0.251173353,0.060612183,NA,0.913405088,NA,0.02598273
189,EEZ,200NM,MSR,GBR,Not Applicable,Not Applicable,7857272370,422361.1062,7156.828048,0.994161091,0.000114422,0.005724487,0.990268159,0.001488182,0.008243659,0.004350971,NA,0.99519099,NA,0.000458039
190,Land,Non-Self Governing Territory,MSR,GBR,Montserrat,Montserrat (UK),110200816.2,48052.39114,104.0737852,0.393741518,NA,0.606258482,0.251998175,0.141742357,0.606259468,0.188995943,NA,0.724383413,0.039368044,0.0472526
191,EEZ,200NM,PCN,GBR,Not Applicable,Not Applicable,1.02489E+12,4028732.249,841607.9824,0.999424068,0.00046564,0.000110293,0.99976717,0.000107702,0.000125128,7.52432793494049e-05,9.22378656733599e-07,0.999505489,NA,0.000418345
192,Land,Non-Self Governing Territory,PCN,GBR,Pitcairn,Pitcairn (UK),64232477.92,85677.03827,46.04087213,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA
193,Land,Territory,SGS,GBR,South Georgia and the South Sandwich Islands,South Georgia and the South Sandwich Islands (UK),11888627695,2596020.513,3884.401677,0.000244656,0.002320532,0.997434811,NA,0.039597017,0.960402983,0.000244656,NA,0.962478859,0.037276484,NA
194,EEZ,200NM,SHN,GBR,Not Applicable,Not Applicable,2.20006E+12,9331539.721,1651491.278,0.826339637,0.000111747,0.173548616,0.997301655,0.000130817,0.002567528,7.894012428729e-05,NA,0.828858667,2.14347837265711e-05,0.171040958
195,Land,Non-Self Governing Territory,SHN,GBR,Saint Helena,Ascencion (UK),552651007.3,253497.5749,415.6465574,0.327124316,NA,0.672875684,0.282274259,0.001641402,0.716084339,0.062383581,NA,0.918441493,0.001641402,0.017533525
196,EEZ,200NM,TCA,GBR,Not Applicable,Not Applicable,1.07677E+11,2291495.038,90971.34263,0.947673596,0.014617973,0.037708431,0.932301993,0.028343371,0.039354636,0.017271986,5.2512946490487e-05,0.980731389,4.37284749224285e-05,0.001900383
197,EEZ,200NM,VGB,GBR,Not Applicable,Not Applicable,93345594013,1696170.224,81667.21945,0.973029638,0.020521268,0.006449094,0.962193803,0.031208084,0.006598113,0.011432204,NA,0.987961491,9.93673426896244e-06,0.000596369
198,Land,Non-Self Governing Territory,VGB,GBR,British Virgin Islands,British Virgin Islands (UK),185025089.9,347114.2321,141.2337251,0.040187542,0.017244327,0.942568131,0.034496826,0.109239312,0.856263863,0.040187542,0.011495491,0.816078773,0.097741368,0.034496826
199,EEZ,Overlapping claim,FLK,GBR; ARG,Not Applicable,Not Applicable,1.43309E+12,14918032.5,550012.422,0.800121933,9.27488190763781e-07,0.19987714,0.997658212,0.000688068,0.00165372,2.07538493325735e-05,NA,0.801747175,0.000675038,0.197557033
200,EEZ,Overlapping claim,SGS,GBR; ARG,Not Applicable,Not Applicable,4.09398E+12,11037165.73,1236991.907,0.534186066,0.14762687,0.318187064,0.139476361,0.85961444,0.000909199,0.413132165,1.90066606577934e-05,0.25113742,0.31728895,0.018422459
201,EEZ,Joint regime,GBR; FRO,GBR; DNK,Not Applicable,Not Applicable,31711325446,1506647.507,7928.258826,1,NA,NA,0.998964148,NA,0.001035852,0.001035852,NA,0.998964148,NA,NA
202,EEZ,200NM,GEO,GEO,Not Applicable,Not Applicable,42179974990,1253027.336,22881.26549,0.983788656,0.005390583,0.01082076,0.988921309,8.43964555710195e-05,0.010994295,0.001176977,0.000110791,0.992318206,8.43964555710195e-05,0.00630963
203,Land,State,GEO,GEO,Georgia,Georgia,1.27235E+11,2783754.024,69823.44074,0.162909852,0.419624763,0.417465385,0.798344464,0.080288507,0.121367029,0.005320405,0.002250353,0.280405617,0.071268608,0.640755017
204,EEZ,200NM,GHA,GHA,Not Applicable,Not Applicable,2.2995E+11,2759022.921,227329.6899,0.980932135,0.003577247,0.015490618,0.982764551,0.002856477,0.014378972,0.002687063,NA,0.992793458,NA,0.004519479
205,Land,State,GHA,GHA,Ghana,Ghana,2.44718E+11,3403420.984,238293.5523,0.748879156,0.014462938,0.236657906,0.894698663,0.034322432,0.070978905,0.016084957,0.000887575,0.811131933,0.009991071,0.161904464
206,EEZ,Overlapping claim,GIB; ESP,GIB; ESP,Not Applicable,Not Applicable,595824435.7,133415.6911,360.1739999,NA,NA,1,0.554904154,NA,0.445095846,NA,NA,0.445095846,NA,0.554904154
207,EEZ,200NM,GIN,GIN,Not Applicable,Not Applicable,1.05522E+11,3818972.864,102212.8561,0.856484728,0.01153172,0.131983551,0.841074188,0.026892496,0.132033316,0.016970784,NA,0.981468973,NA,0.001560244
208,Land,State,GIN,GIN,Guinea,Guinea,2.54642E+11,6357978.873,244526.7065,0.003522565,6.82632676360759e-06,0.996470608,0.928088261,0.02215076,0.049760978,0.000703746,NA,0.052166201,0.021860611,0.925269442
209,EEZ,200NM,GMB,GMB,Not Applicable,Not Applicable,24391711004,1725103.718,22820.8909,0.851515783,0.041720833,0.106763384,0.920611124,0.064841949,0.014546926,0.026366281,3.64980377896355e-05,0.878099101,3.64968275262604e-05,0.095461623
210,Land,State,GMB,GMB,Gambia,Gambia,11296661108,1664566.487,10542.42607,0.840675286,0.010109182,0.149215532,0.703087299,0.0604964,0.236416302,0.151004012,0.001105791,0.826501011,0.007973163,0.013416025
211,EEZ,200NM,GNB,GNB,Not Applicable,Not Applicable,80733707921,6142317.037,77468.07475,0.704539033,0.011799435,0.283661532,0.754740769,0.037702839,0.207556392,0.026508186,NA,0.896652174,0.000129717,0.076709923
212,Land,State,GNB,GNB,Guinea-Bissau,Guinea-Bissau,35290907853,5825059.736,33389.02264,0.444417594,0.002550975,0.55303143,0.527617814,0.12712819,0.345253996,0.134183494,0.000300413,0.560235145,0.087897234,0.217383714
213,EEZ,200NM,GNQ,GNQ,Not Applicable,Not Applicable,3.06796E+11,3773856.937,303856.7479,0.998065209,0.000340247,0.001594544,0.997483995,0.000339831,0.002176174,0.001773702,4.78002371419305e-05,0.996957923,2.80868335542096e-05,0.001192488
214,Land,State,GNQ,GNQ,Equatorial Guinea,Equatorial Guinea,27059286913,1278351.191,26907.86715,0.005738275,0.000825664,0.993436061,0.758059068,0.052017642,0.18992329,0.005389534,0.000158768,0.190113262,0.046628108,0.757710328
215,EEZ,200NM,GRC,GRC,Not Applicable,Not Applicable,7.50135E+11,22840444.66,482521.6178,0.715380048,0.14464667,0.139973282,0.975121008,0.003560208,0.021318784,0.00144843,0.001271106,0.734298685,0.001792388,0.261189391
216,Land,State,GRC,GRC,Greece,Greece,2.20262E+11,20349642.97,132688.7759,0.567208044,0.188846881,0.243945074,0.739303463,0.179833347,0.080863189,0.069632565,0.001819876,0.646156475,0.040663101,0.241727984
217,EEZ,200NM,GRD,GRD,Not Applicable,Not Applicable,26945283421,982503.1272,25533.75307,0.822826749,0.170201132,0.00697212,0.753634314,0.238509228,0.007856459,0.071419179,0.000229297,0.926026658,9.81230396254929e-05,0.002226744
218,Land,State,GRD,GRD,Grenada,Grenada,339656455.4,167592.2387,323.6303596,0.317812048,0.198992204,0.483195748,0.343658919,0.268736247,0.387604834,0.155034412,0.01550451,0.602068193,0.046511603,0.180881283
219,EEZ,200NM,GTM,GTM,Not Applicable,Not Applicable,1.16905E+11,2179265.438,110579.1502,0.980086082,0.003298122,0.016615797,0.975058127,0.007456245,0.017485628,0.005311768,0.000195072,0.994186989,2.23592267861712e-05,0.000283813
220,Land,State,GTM,GTM,Guatemala,Guatemala,1.17696E+11,2616277.462,108525.1831,0.345001744,0.084483207,0.570515049,0.347691346,0.200173467,0.452135188,0.083433924,0.003559676,0.733470701,0.093412172,0.086123527
221,EEZ,200NM,GUY,GUY,Not Applicable,Not Applicable,1.39047E+11,2633101.312,135089.587,0.911544949,0.085280644,0.003174407,0.890484698,0.105981373,0.00353393,0.024668701,0.000219955,0.97140865,9.42446442709485e-05,0.00360845
222,Land,State,GUY,GUY,Guyana,Guyana,2.12739E+11,4243370.932,209592.2229,0.086511874,0.017541535,0.895946591,0.960186502,0.027768355,0.012045144,0.001251028,0.000243068,0.096103461,0.027476788,0.874925656
223,EEZ,Overlapping claim,GUY; TTO; VEN,GUY; TTO; VEN,Not Applicable,Not Applicable,3744085815,445757.7044,3539.264711,0.999762294,NA,0.000237706,0.999524593,NA,0.000475407,0.0002377,NA,0.9997623,NA,NA
224,EEZ,200NM,HND,HND,Not Applicable,Not Applicable,2.29201E+11,4575281.438,208515.8096,0.941215042,0.02177166,0.037013298,0.919327849,0.055747368,0.024924784,0.035364943,4.7331407872863e-05,0.950627189,0.000482787,0.013477749
225,Land,State,HND,HND,Honduras,Honduras,1.20683E+11,3876884.283,112075.4991,0.581976765,0.058200654,0.359822581,0.503683933,0.272650952,0.223665116,0.179806071,0.002050548,0.644801876,0.071828266,0.101513239
226,EEZ,Joint regime,HND; CYM,HND; GBR,Not Applicable,Not Applicable,2325587477,210590.5101,2075.596848,0.84136794,0.15863206,NA,0.643296557,0.356703443,NA,0.199242374,NA,0.799586635,NA,0.001170991
227,EEZ,200NM,HRV,HRV,Not Applicable,Not Applicable,1.04957E+11,8439103.63,55476.19129,0.568404982,0.014776858,0.41681816,0.944393881,0.011285329,0.04432079,0.010803123,0.003858379,0.598357755,0.000188722,0.386792021
228,Land,State,HRV,HRV,Croatia,Croatia,1.14213E+11,9924009.744,56810.44923,0.399840066,0.394073181,0.206086752,0.790598462,0.030193988,0.17920755,0.004211641,0.066835673,0.531018097,0.002964552,0.394970037
229,EEZ,Joint regime,HRV; SVN,HRV; SVN,Not Applicable,Not Applicable,200117418.5,79128.2486,91.09184285,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1
230,EEZ,200NM,HTI,HTI,Not Applicable,Not Applicable,1.15003E+11,3498540.071,103484.0059,0.967147624,0.009083154,0.023769222,0.96720765,0.002240318,0.030552032,0.010482426,0.000304175,0.978655304,1.56428753792299e-05,0.010542452
231,Land,State,HTI,HTI,Haiti,Haiti,30438666485,2404827.429,27099.98144,0.734920609,0.079954466,0.185124925,0.622463229,0.031097275,0.346439497,0.178555413,0.061543147,0.693116707,0.000686699,0.066098033
232,EEZ,Overlapping claim,HTI; USA; JAM,HTI; USA; JAM,Not Applicable,Not Applicable,15500712325,569815.5101,13800.96481,0.865757443,NA,0.134242557,0.871641149,0.000117963,0.128240888,0.001706452,NA,0.99070339,NA,0.007590158
233,Land,State,HUN,HUN,Hungary,Hungary,2.01278E+11,2934076.008,93026.50857,0.806663659,0.076818617,0.116517725,0.870491455,0.010836474,0.118672072,0.053230978,0.000691615,0.828831055,0.000187579,0.117058774
234,EEZ,200NM,IDN,IDN,Not Applicable,Not Applicable,6.12429E+12,129441123.2,6022537.118,0.894203429,0.054569383,0.051227189,0.964943075,0.002274449,0.032782476,0.006875068,0.001298185,0.914032681,0.000179353,0.077614714
235,Land,State,IDN,IDN,Indonesia,Indonesia,1.90941E+12,117529456.2,1885457.514,0.073869004,0.258418779,0.667712217,0.435964575,0.360585857,0.203449567,0.020928975,0.00940665,0.302586496,0.284053333,0.383024546
