objectid,type,pol_type,iso_ter,iso_sov,romnam,maplabel,Shape__Area,Shape__Length,total_country_area_km2,2025_Unclassified,2025_Potential,2025_Likely,2018_Unclassified,2018_Potential,2018_Likely,ch_Removal,ch_Downgrade,ch_NoChange,ch_Upgrade,ch_Addition
119,EEZ,200NM,EGY,EGY,Not Applicable,Not Applicable,3.29775E+11,7408891.048,243095.1181,224949.7495,368.932353,17776.43622,232649.4808,75.47810299,10370.15917,1059.75349,58.45403514,233209.1207,8.305057047,8759.484793
120,Land,State,EGY,EGY,Egypt,Egypt,1.23549E+12,7840593.184,981782.912,943175.0922,15198.32469,23409.49508,938396.8416,16122.75211,27263.31824,5629.196475,7.566393756,974629.7266,665.4765554,850.9458948
121,Land,Sovereignty unsettled,xMS,EGY,Bi'r Tawīl,Not Applicable,2347274159,236126.4101,2012.055714,2012.055714,NA,NA,2012.055714,NA,NA,NA,NA,2012.055714,NA,NA
122,EEZ,200NM,ERI,ERI,Not Applicable,Not Applicable,84910830650,4242271.798,78343.24084,60818.65294,1428.166638,16096.42126,58854.58888,3300.559622,16188.09234,2048.813337,28.06047608,76168.4231,13.19464349,84.74927731
123,Land,State,ERI,ERI,Eritrea,Eritrea,1.3038E+11,5086011.97,120297.5007,107379.3858,8739.359481,4178.755433,107260.9179,10204.15803,2832.424774,369.6451335,28.09899702,118247.1488,1401.430485,251.1772422
124,EEZ,Overlapping claim,ERI; DJI,ERI; DJI,Not Applicable,Not Applicable,259112542,67508.85146,243.5970646,231.0827555,10.01110503,2.503204021,192.7063843,48.3874763,2.503204021,38.37637127,NA,205.2206933,NA,NA
125,Land,Non-Self Governing Territory,ESH,ESH,Western Sahara,Western Sahara,3.25614E+11,3520189.643,267522.9821,251806.9353,NA,15716.04678,250480.1781,NA,17042.80397,1449.382325,NA,265950.9746,NA,122.6251336
126,EEZ,Overlapping claim,ESH,ESH; MAR,Not Applicable,Not Applicable,3.38991E+11,3168647.254,284046.5075,236663.9993,25670.87712,21711.63105,236178.1406,43404.15864,4464.208236,16655.91503,NA,250123.7295,1096.806633,16170.05633
127,EEZ,200NM,ESP,ESP,Not Applicable,Not Applicable,1.58958E+12,19101819.23,1005153.967,803189.592,67546.99535,132628.3208,877065.7567,81854.14908,46234.06118,23726.65349,177.7709511,870612.5338,11298.51279,97549.43713
128,Land,State,ESP,ESP,Spain,Spain,8.71473E+11,12451485.01,506363.1072,258111.933,66153.34603,182097.8281,348568.0652,35016.29477,122778.7472,11831.19043,3063.4264,376793.0287,12388.13904,102287.3226
129,EEZ,Overlapping claim,ESP,ESP; MAR,Not Applicable,Not Applicable,156549088.9,171632.608,86.67865899,NA,NA,86.67865899,33.63751952,NA,53.04113946,NA,NA,53.04113946,NA,33.63751952
130,EEZ,200NM,EST,EST,Not Applicable,Not Applicable,1.35217E+11,6754445.981,36383.29564,25032.99837,NA,11350.29727,29430.51971,NA,6952.775931,141.2812308,NA,31703.21184,NA,4538.80257
131,Land,State,EST,EST,Estonia,Estonia,1.67918E+11,6399768.339,45573.74796,37984.92138,NA,7588.826575,37475.61393,NA,8098.134025,1432.21544,NA,43218.62453,NA,922.9079903
132,Land,State,ETH,ETH,Ethiopia,Ethiopia,1.16559E+12,5415767.925,1129566.917,838341.7852,33570.82788,257654.3039,854485.8607,166835.4774,108245.5788,74218.93154,7766.201885,854869.714,102349.0625,90363.00704
133,Land,State,ALA,FIN,Finland,Finland,6563386250,10973427.86,1182.787516,1176.77758,NA,6.009935833,1170.3428,NA,12.44471549,6.863419629,NA,1175.495456,NA,0.428639975
134,EEZ,200NM,FIN,FIN,Not Applicable,Not Applicable,3.62993E+11,59880216.59,82949.45099,73270.07169,NA,9679.379291,72625.91344,NA,10323.53754,1307.404972,NA,80978.79929,NA,663.2467226
135,Land,State,FIN,FIN,Finland,Finland,1.83141E+12,52912918.69,335728.619,293774.9113,755.423956,41198.28371,293098.9557,948.191046,41681.47228,4469.632331,58.50315102,327315.5705,91.23637624,3793.676676
136,EEZ,200NM,FJI,FJI,Not Applicable,Not Applicable,1.43986E+12,11298662.07,1289852.098,1209186.322,9165.179004,71500.59688,1228129.247,340.6599629,61382.19098,1828.671387,288.3335713,1266955.329,8.168331728,20771.59632
137,Land,State,FJI,FJI,Fiji,Fiji,14471935131,3756268.377,12879.45766,256.1764199,218.4184774,12404.86276,4056.20591,2655.070603,6168.181144,137.0229611,56.24590469,6094.065737,2655.070603,3937.052451
138,EEZ,200NM,ATF,FRA,Not Applicable,Not Applicable,3.67897E+12,19561911.92,1947613.491,866172.4565,420531.4524,660909.5824,1927517.915,95.06377556,20000.51226,25.98322259,91.29316448,886081.364,43.40895959,1061371.442
139,Land,Territory,ATF,FRA,French Southern Territories,French Southern Territories (Fr.),18411807399,5149631.392,7774.045045,NA,30.28002302,7743.765022,3.928123757,NA,7770.116921,NA,30.28002302,7739.836898,NA,3.928123757
140,EEZ,200NM,BLM,FRA,Not Applicable,Not Applicable,4641975980,343096.8851,4192.790905,3815.276784,303.4089522,74.1051686,3484.87549,629.7399233,78.17549193,340.9902686,NA,3841.211662,NA,10.58897413
141,Land,Territory,BLM,FRA,Saint Barthélemy,Saint Barthélemy (Fr.),26895835.83,62699.73504,24.43333613,6.515558863,NA,17.91777727,NA,NA,24.43333613,6.515558863,NA,17.91777727,NA,NA
142,EEZ,200NM,CPT,FRA,Not Applicable,Not Applicable,4.53309E+11,2408856.098,435110.4908,306439.2846,31.04712152,128640.1591,306393.8438,36.04703604,128680.6,197.6765752,NA,434760.5784,NA,152.2358017
143,EEZ,200NM,FRA,FRA,Not Applicable,Not Applicable,7.15225E+11,16991765.61,343255.9344,221536.5121,29145.47949,92573.94289,285881.3923,28811.69884,28562.8433,4868.746867,118.248141,266051.9816,3003.330718,69213.62711
144,Land,State,FRA,FRA,France,France,1.16466E+12,15752534.03,549279.8021,377377.5134,103684.9917,68217.29696,513382.2889,5917.424995,29980.08816,3733.707511,478.7366389,403795.4951,1533.37981,139738.483
145,EEZ,200NM,GLP,FRA,Not Applicable,Not Applicable,99691357271,2072099.049,90743.00766,86258.44628,2288.433269,2196.128111,84089.99993,4418.270557,2234.737174,2303.303079,10.68779045,88288.40124,5.758817011,134.8567277
146,Land,Territory,GLP,FRA,Guadeloupe,Guadeloupe (Fr.),1799144468,488214.5105,1647.550031,333.6629554,46.88241546,1267.00466,124.0486585,206.3752247,1317.126148,213.7202896,4.934942938,1409.986798,14.80200696,4.105992725
147,EEZ,200NM,GUF,FRA,Not Applicable,Not Applicable,1.3427E+11,2554078.858,131504.6834,113979.9931,12593.02275,4931.667511,108698.5788,17933.97306,4872.131528,5450.803909,5.112768652,125869.165,10.21212419,169.3895781
148,Land,Territory,GUF,FRA,French Guiana,French Guiana (Fr.),83933770540,2060496.776,82988.95319,1019.200983,877.4190645,81092.33314,53449.14463,24444.53987,5095.268683,138.8142553,9.371223117,5841.950415,24430.05939,52568.75791
149,EEZ,200NM,MAF,FRA,Not Applicable,Not Applicable,1222594565,261357.5356,1099.49682,980.7203062,NA,118.7765135,970.1456659,0.813567546,128.5375862,13.01568229,NA,1084.040095,NA,2.441041979
150,Land,Territory,MAF,FRA,Saint Martin,Saint Martin (Fr.),62384962.4,69382.02148,51.25973111,18.71416459,7.322899761,25.22266676,8.136693213,15.45959309,27.66344481,12.20490802,NA,35.80002519,1.627361252,1.627436644
151,EEZ,200NM,MTQ,FRA,Not Applicable,Not Applicable,51337442318,1797184.066,47544.82734,44092.74599,2702.201804,749.8795452,42695.83834,4087.503765,761.4852272,1465.592166,8.280714412,45997.30615,4.963787548,68.68452305
152,Land,Territory,MTQ,FRA,Martinique,Martinique (Fr.),1201121266,380113.3405,1134.787687,166.3779319,57.95617694,910.4535785,218.5101059,43.0642192,873.2133623,25.66965494,7.452289009,1015.582948,8.280966129,77.80182887
153,Land,Territory,MYT,FRA,Mayotte,Mayotte (Fr.),579034884.4,883744.6429,523.786976,NA,137.626478,386.160498,96.75822556,NA,427.0287504,NA,46.70708805,380.3216624,NA,96.75822556
154,EEZ,200NM,NCL,FRA,Not Applicable,Not Applicable,1.35975E+12,20782891.54,1175842.141,850585.7607,97305.18724,227951.1927,1150682.609,732.233725,24427.29821,352.5343713,156.9606697,874367.0825,516.1806979,300449.3824
155,Land,Non-Self Governing Territory,NCL,FRA,New Caledonia,New Caledonia (Fr.),25799196269,15878313.56,21807.49841,22.35851824,20.81310525,21764.32679,8883.230204,3003.792268,9920.475942,3.195701205,9.597069727,9932.448546,2998.189711,8864.067387
156,EEZ,200NM,PYF,FRA,Not Applicable,Not Applicable,5.40709E+12,26919475.64,4764797.748,4547089.125,7760.212018,209948.4107,4675559.735,778.5440959,88459.46887,1669.110962,71.8679055,4632883.582,33.46614125,130139.7207
157,Land,Non-Self Governing Territory,PYF,FRA,Clipperton Island,Clipperton Is. (Fr.),2246940.668,22098.79165,2.524112777,NA,NA,2.524112777,NA,NA,2.524112777,NA,NA,2.524112777,NA,NA
158,Land,Non-Self Governing Territory,PYF,FRA,French Polynesia,French Polynesia (Fr.),8979313809,15141484.18,7905.133697,395.1100969,59.18290943,7450.840691,524.9805104,NA,7380.153187,174.0131895,16.04119388,7411.195711,NA,303.883603
159,EEZ,200NM,REU,FRA,Not Applicable,Not Applicable,3.67812E+11,2568686.75,315287.7742,225710.6641,14.26542838,89562.84461,314973.0794,218.0773412,96.61743654,11.11131093,NA,225807.2407,195.8955585,89273.52657
160,Land,Territory,REU,FRA,Réunion,Réunion (Fr.),2903977722,231097.2399,2511.092519,319.322194,NA,2191.770325,19.93947709,945.7283168,1545.424725,313.7390568,NA,1523.869448,659.1276742,14.35633988
161,EEZ,200NM,SPM,FRA,Not Applicable,Not Applicable,25610010871,1660267.921,12370.96362,12011.22289,NA,359.7407291,12359.5314,6.727566476,4.704650448,7.315953503,NA,12008.0232,NA,355.6244657
162,Land,Territory,SPM,FRA,Saint Pierre et Miquelon,Saint Pierre et Miquelon (Fr.),485830386,267982.1072,220.4509357,176.4098546,NA,44.04108115,220.4509357,NA,NA,NA,NA,176.4098546,NA,44.04108115
163,EEZ,200NM,WLF,FRA,Not Applicable,Not Applicable,2.78145E+11,2678893.609,262900.3904,255297.6575,900.9145189,6701.818434,255870.6247,238.8798137,6790.885949,321.0545738,8.352667761,261671.948,5.013452828,894.0217641
164,Land,Territory,WLF,FRA,Wallis and Futuna,Wallis and Futuna (Fr.),187502064.5,311254.2956,161.2237305,48.28578527,29.84567834,83.09226693,73.15407025,NA,88.0696603,4.994674712,4.974199893,121.3918963,NA,29.86295969
165,EEZ,Overlapping claim,MYT,FRA; COM,Not Applicable,Not Applicable,70860137748,2022302.713,66636.31086,34627.20398,NA,32009.10689,849.2662446,NA,65787.04462,34027.73347,NA,32358.78166,NA,249.7957341
166,EEZ,Joint regime,FRA; ESP,FRA; ESP,Not Applicable,Not Applicable,5770003725,303924.4638,2859.508703,2859.508703,NA,NA,2859.508703,NA,NA,NA,NA,2859.508703,NA,NA
167,EEZ,Joint regime,FRA; ITA,FRA; ITA,Not Applicable,Not Applicable,118913822.4,43628.39519,62.00241528,62.00241528,NA,NA,62.00241528,NA,NA,NA,NA,62.00241528,NA,NA
168,EEZ,Overlapping claim,ATF,FRA; MDG; MUS,Not Applicable,Not Applicable,2.98095E+11,2108024.17,274221.4002,274190.1399,18.09378953,13.16651929,274190.1421,15.62226245,15.63582812,12.34050711,1.64603933,274195.0709,NA,12.34272536
169,EEZ,Overlapping claim,NCL; VUT,FRA; VUT,Not Applicable,Not Applicable,2.2355E+11,1917537.796,187446.1695,182062.1559,66.31315405,5317.700395,187390.9947,49.62834205,5.546436974,26.79722158,NA,182058.9831,4.753108608,5355.635992
170,EEZ,200NM,FSM,FSM,Not Applicable,Not Applicable,3.0821E+12,15382169.67,3008414.193,2846035.444,2285.202923,160093.5459,2844925.697,5137.286951,158351.2098,5959.955329,126.4979043,2997369.795,107.7380506,4850.20744
171,Land,State,FSM,FSM,Micronesia (Federated States of),Micronesia (Federated States of),3061106701,6404253.577,2795.182266,374.3059335,18.64670222,2402.22963,290.0607152,20.31118619,2484.810364,127.3018766,16.10712326,2592.652784,16.06382355,43.0566584
172,EEZ,200NM,GAB,GAB,Not Applicable,Not Applicable,2.03876E+11,6581245.805,201780.2006,154882.2357,83.73314298,46814.23177,199697.2119,335.8399861,1747.148747,85.38472934,19.6555959,156467.0939,307.7054612,44900.36091
173,Land,State,GAB,GAB,Gabon,Gabon,2.65003E+11,7452795.524,263129.7476,2129.201676,3343.998698,257656.5472,226008.2452,3554.75371,33566.74863,7.685031803,9.40218459,35672.03253,3553.899239,223886.7286
174,EEZ,200NM,AIA,GBR,Not Applicable,Not Applicable,1.02692E+11,1448985.789,90009.31294,88399.52175,1426.918205,182.8729852,87549.65446,2268.63147,191.0270086,882.329841,NA,89092.08269,2.437857015,32.46255225
175,EEZ,200NM,BMU,GBR,Not Applicable,Not Applicable,6.53678E+11,3066138.505,463818.6758,462278.1906,680.8162121,859.6690241,461768.8368,1164.121052,885.7179957,567.2899336,2.177165733,463190.5468,0.725852535,57.93612159
176,Land,Non-Self Governing Territory,BMU,GBR,Bermuda,Bermuda (UK),89723580.73,199566.1851,62.36572525,0.725264401,NA,61.64046085,23.20701707,1.450594213,37.70811396,0.725264401,NA,37.70811396,0.725329811,23.20701707
177,EEZ,200NM,CYM,GBR,Not Applicable,Not Applicable,1.3337E+11,1621502.493,118157.7217,116735.1017,1089.306338,333.3136947,115730.8854,2095.161211,331.6751065,1061.635764,NA,117034.6318,4.034653691,57.41947976
178,Land,Non-Self Governing Territory,CYM,GBR,Cayman Islands,Cayman Islands (UK),312550335.2,224160.4648,280.1499816,6.462226172,NA,273.6877555,10.50250421,7.258771199,262.3887062,6.462226172,NA,255.92648,7.258771199,10.50250421
179,Land,Non-Self Governing Territory,FLK,GBR,Falkland Islands (Malvinas),Falkland Islands (Malvinas) ***,32235765950,10403478.46,12098.94605,9169.655207,NA,2929.290839,11290.21352,104.9755774,703.7569521,30.53671795,NA,9812.875771,104.4385297,2151.095027
180,EEZ,200NM,GBR,GBR,Not Applicable,Not Applicable,2.43589E+12,45565231.63,725125.9285,709019.5561,9349.821054,6658.512537,703326.1159,13800.12917,7999.683498,6177.412165,8.342880716,718369.5246,NA,472.6100524
181,Land,State,GBR,GBR,United Kingdom of Great Britain & Northern Ireland,United Kingdom of Great Britain & Northern Ireland,7.17049E+11,35653606.46,244881.5607,221559.3462,1645.347803,21676.86669,224962.2451,496.3084235,19423.0072,3617.459328,16.32456231,234165.8096,61.60906029,7020.358198
182,Land,Territory,GBR,GBR,Not Applicable,Not Applicable,321053.7902,2159.102374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,EEZ,200NM,GGY,GBR,Not Applicable,Not Applicable,15547862283,751094.0051,6488.061302,6391.346707,NA,96.7145944,6403.136809,NA,84.92449254,20.6634059,NA,6434.944388,NA,32.45350776
184,Land,Territory,GGY,GBR,Guernsey,Guernsey (UK),208936310.3,200053.6377,84.53345906,64.39014757,NA,20.14331149,63.82714243,NA,20.70631663,3.918588867,NA,77.25928647,NA,3.355583727
185,Land,Non-Self Governing Territory,GIB,GBR,Gibraltar,Gibraltar (UK),10483355.29,24236.73767,6.935774068,NA,NA,6.935774068,NA,NA,6.935774068,NA,NA,6.935774068,NA,NA
186,Land,Territory,IMN,GBR,Isle of Man,Isle of Man (UK),1694688144,253888.1882,578.7603957,507.0887477,NA,71.67164795,564.1665198,NA,14.59387587,6.035478972,NA,509.6116656,NA,63.11325105
187,EEZ,200NM,JEY,GBR,Not Applicable,Not Applicable,5311029537,411954.2765,2278.479678,1994.314232,NA,284.1654467,2174.233689,NA,104.2459888,15.22157674,NA,2068.117067,NA,195.1410346
188,Land,Territory,JEY,GBR,Jersey,Jersey (UK),292488965.1,124993.4017,129.9824335,101.8355305,NA,28.14690301,97.33430987,NA,32.64812364,7.878519037,NA,118.7266161,NA,3.377298411
189,EEZ,200NM,MSR,GBR,Not Applicable,Not Applicable,7857272370,422361.1062,7156.828048,7115.03998,0.818895433,40.96917235,7087.178936,10.65065931,58.998453,31.13914972,NA,7122.410793,NA,3.27810519
190,Land,Non-Self Governing Territory,MSR,GBR,Montserrat,Montserrat (UK),110200816.2,48052.39114,104.0737852,40.9781702,NA,63.095615,26.22640395,14.75166363,63.09571762,19.6695232,NA,75.38932373,4.097181303,4.917756959
191,EEZ,200NM,PCN,GBR,Not Applicable,Not Applicable,1.02489E+12,4028732.249,841607.9824,841123.2731,391.8859913,92.82330069,841412.0306,90.64297151,105.3088372,63.32534452,0.77628124,841191.7979,NA,352.0828278
192,Land,Non-Self Governing Territory,PCN,GBR,Pitcairn,Pitcairn (UK),64232477.92,85677.03827,46.04087213,NA,NA,46.04087213,NA,NA,46.04087213,NA,NA,46.04087213,NA,NA
193,Land,Territory,SGS,GBR,South Georgia and the South Sandwich Islands,South Georgia and the South Sandwich Islands (UK),11888627695,2596020.513,3884.401677,0.950343803,9.013880073,3874.437453,NA,153.8107175,3730.590959,0.950343803,NA,3738.654496,144.7968374,NA
194,EEZ,200NM,SHN,GBR,Not Applicable,Not Applicable,2.20006E+12,9331539.721,1651491.278,1364692.703,184.5487342,286614.0265,1647034.985,216.0428945,4240.250153,130.3689268,NA,1368852.859,35.39935838,282472.6511
195,Land,Non-Self Governing Territory,SHN,GBR,Saint Helena,Ascencion (UK),552651007.3,253497.5749,415.6465574,135.9680958,NA,279.6784616,117.3263242,0.682242909,297.6379904,25.92952077,NA,381.7470446,0.682242909,7.287749112
196,EEZ,200NM,TCA,GBR,Not Applicable,Not Applicable,1.07677E+11,2291495.038,90971.34263,86211.13936,1329.816673,3430.386591,84812.76402,2578.434545,3580.144059,1571.255778,4.777173247,89218.4512,3.978038075,172.8804369
197,EEZ,200NM,VGB,GBR,Not Applicable,Not Applicable,93345594013,1696170.224,81667.21945,79464.62496,1675.914926,526.6795631,78579.69245,2548.677419,538.8495787,933.6362813,NA,80684.06789,0.811505458,48.70377283
198,Land,Non-Self Governing Territory,VGB,GBR,British Virgin Islands,British Virgin Islands (UK),185025089.9,347114.2321,141.2337251,5.675836251,2.435480587,133.1224082,4.872115182,15.42827494,120.933335,5.675836251,1.623551076,115.2578451,13.80437747,4.872115182
199,EEZ,Overlapping claim,FLK,GBR; ARG,Not Applicable,Not Applicable,1.43309E+12,14918032.5,550012.422,440077.0021,0.510130026,109934.9097,548724.4097,378.4459735,909.5663654,11.41487494,NA,440970.9056,371.2791151,108658.8224
200,EEZ,Overlapping claim,SGS,GBR; ARG,Not Applicable,Not Applicable,4.09398E+12,11037165.73,1236991.907,660783.841,182613.2435,393594.8227,172531.1293,1063336.106,1124.671806,511041.1442,23.51108542,310654.9559,392483.8636,22788.43241
201,EEZ,Joint regime,GBR; FRO,GBR; DNK,Not Applicable,Not Applicable,31711325446,1506647.507,7928.258826,7928.258826,NA,NA,7920.046324,NA,8.212502254,8.212502254,NA,7920.046324,NA,NA
202,EEZ,200NM,GEO,GEO,Not Applicable,Not Applicable,42179974990,1253027.336,22881.26549,22510.32943,123.3433699,247.5926911,22627.77101,1.931097706,251.5633814,26.93072763,2.535029982,22705.49633,1.931097706,144.3723095
203,Land,State,GEO,GEO,Georgia,Georgia,1.27235E+11,2783754.024,69823.44074,11374.92637,29299.64477,29148.86959,55743.15735,5606.019826,8474.263558,371.4889638,157.127424,19578.88498,4976.219422,44739.71994
204,EEZ,200NM,GHA,GHA,Not Applicable,Not Applicable,2.2995E+11,2759022.921,227329.6899,222994.998,813.2144818,3521.477393,223411.5606,649.3621198,3268.767141,610.8491747,NA,225691.4289,NA,1027.411789
205,Land,State,GHA,GHA,Ghana,Ghana,2.44718E+11,3403420.984,238293.5523,178453.0743,3446.424908,56394.05312,213200.9227,8178.814207,16913.81538,3832.94147,211.5034106,193287.5098,2380.80772,38580.7899
206,EEZ,Overlapping claim,GIB; ESP,GIB; ESP,Not Applicable,Not Applicable,595824435.7,133415.6911,360.1739999,NA,NA,360.1739999,199.8620487,NA,160.3119513,NA,NA,160.3119513,NA,199.8620487
207,EEZ,200NM,GIN,GIN,Not Applicable,Not Applicable,1.05522E+11,3818972.864,102212.8561,87543.75027,1178.690055,13490.41574,85968.59495,2748.758843,13495.50228,1734.632274,NA,100318.7468,NA,159.4769455
208,Land,State,GIN,GIN,Guinea,Guinea,2.54642E+11,6357978.873,244526.7065,861.3612749,1.669219201,243663.676,226942.3659,5416.452481,12167.88811,172.0846796,NA,12756.0292,5345.503311,226253.0893
209,EEZ,200NM,GMB,GMB,Not Applicable,Not Applicable,24391711004,1725103.718,22820.8909,19432.34879,952.1065808,2436.435535,21009.16603,1479.75105,331.9738185,601.702029,0.832917738,20039.00379,0.832890119,2178.519276
210,Land,State,GMB,GMB,Gambia,Gambia,11296661108,1664566.487,10542.42607,8862.757048,106.5753091,1573.093715,7412.245869,637.7788195,2492.401384,1591.948628,11.65771639,8713.325802,84.05647635,141.4374487
211,EEZ,200NM,GNB,GNB,Not Applicable,Not Applicable,80733707921,6142317.037,77468.07475,54579.28244,914.0795502,21974.71276,58468.31429,2920.766375,16078.99408,2053.538168,NA,69461.91763,10.04892573,5942.570022
212,Land,State,GNB,GNB,Guinea-Bissau,Guinea-Bissau,35290907853,5825059.736,33389.02264,14838.66912,85.17457412,18465.17894,17616.64315,4244.686009,11527.69349,4480.255717,10.03051294,18705.70396,2934.80272,7258.229738
213,EEZ,200NM,GNQ,GNQ,Not Applicable,Not Applicable,3.06796E+11,3773856.937,303856.7479,303268.8485,103.3863934,484.5129595,303092.2429,103.2598253,661.2451958,538.9511938,14.52442461,302932.3924,8.534373903,362.3455257
214,Land,State,GNQ,GNQ,Equatorial Guinea,Equatorial Guinea,27059286913,1278351.191,26907.86715,154.4047355,22.21685036,26731.24556,20397.7527,1399.683797,5110.43065,145.0208689,4.272119771,5115.542396,1254.662928,20388.36884
215,EEZ,200NM,GRC,GRC,Not Applicable,Not Applicable,7.50135E+11,22840444.66,482521.6178,345186.3379,69795.14538,67540.13451,470516.9666,1717.877292,10286.77397,698.898897,613.3361697,354314.9894,864.8658255,126029.5275
216,Land,State,GRC,GRC,Greece,Greece,2.20262E+11,20349642.97,132688.7759,75262.14106,25057.86152,32368.77329,98097.27154,23861.86673,10729.6376,9239.459773,241.4770766,85737.71162,5395.537148,32074.59025
217,EEZ,200NM,GRD,GRD,Not Applicable,Not Applicable,26945283421,982503.1272,25533.75307,21009.85502,4345.873666,178.0243835,19243.11247,6090.03572,200.6048753,1823.59967,5.85480722,23644.93602,2.505449464,56.85712415
218,Land,State,GRD,GRD,Grenada,Grenada,339656455.4,167592.2387,323.6303596,102.8536274,64.39991841,156.3768137,111.2184597,86.97120822,125.4406917,50.17384237,5.017730004,194.8475459,15.05256667,58.53867461
219,EEZ,200NM,GTM,GTM,Not Applicable,Not Applicable,1.16905E+11,2179265.438,110579.1502,108377.086,364.7035037,1837.360661,107821.099,824.5052779,1933.545858,587.3707445,21.5708752,109936.3523,2.472464296,31.38377344
220,Land,State,GTM,GTM,Guatemala,Guatemala,1.17696E+11,2616277.462,108525.1831,37441.37738,9168.555541,61915.25014,37733.26694,21723.86211,49068.05402,9054.681928,386.3144536,79600.04209,10137.57311,9346.571488
221,EEZ,200NM,GUY,GUY,Not Applicable,Not Applicable,1.39047E+11,2633101.312,135089.587,123140.2307,11520.527,428.8292746,120295.21,14316.97987,477.3971092,3332.48469,29.71358623,131227.1933,12.73147007,487.4639821
222,Land,State,GUY,GUY,Guyana,Guyana,2.12739E+11,4243370.932,209592.2229,18132.21595,3676.569257,187783.4377,201247.6233,5820.031188,2524.568408,262.2056764,50.94519259,20142.53794,5758.921062,183377.613
223,EEZ,Overlapping claim,GUY; TTO; VEN,GUY; TTO; VEN,Not Applicable,Not Applicable,3744085815,445757.7044,3539.264711,3538.423405,NA,0.84130584,3537.582121,NA,1.682589947,0.841284107,NA,3538.423427,NA,NA
224,EEZ,200NM,HND,HND,Not Applicable,Not Applicable,2.29201E+11,4575281.438,208515.8096,196258.2165,4539.735391,7717.857708,191694.3907,11624.20748,5197.211427,7374.149646,9.869346834,198220.798,100.6687826,2810.323838
225,Land,State,HND,HND,Honduras,Honduras,1.20683E+11,3876884.283,112075.4991,65225.33641,6522.867316,40327.29542,56450.62817,30557.4915,25067.37948,20151.85513,229.8162161,72266.49214,8050.18878,11377.14688
226,EEZ,Joint regime,HND; CYM,HND; GBR,Not Applicable,Not Applicable,2325587477,210590.5101,2075.596848,1746.340644,329.2562041,NA,1335.224307,740.3725419,NA,413.5468437,NA,1659.619499,NA,2.430505932
227,EEZ,200NM,HRV,HRV,Not Applicable,Not Applicable,1.04957E+11,8439103.63,55476.19129,31532.94352,819.7637756,23123.48399,52391.37557,626.0670763,2458.748644,599.3161033,214.0481601,33194.60929,10.46958422,21457.74815
228,Land,State,HRV,HRV,Croatia,Croatia,1.14213E+11,9924009.744,56810.44923,22715.09379,22387.47447,11707.88097,44914.25377,1715.334031,10180.86143,239.2652407,3796.964587,30167.37663,168.4175558,22438.42521
229,EEZ,Joint regime,HRV; SVN,HRV; SVN,Not Applicable,Not Applicable,200117418.5,79128.2486,91.09184285,NA,NA,91.09184285,91.09184285,NA,NA,NA,NA,NA,NA,91.09184285
230,EEZ,200NM,HTI,HTI,Not Applicable,Not Applicable,1.15003E+11,3498540.071,103484.0059,100084.3104,939.9612062,2459.734269,100090.5221,231.8371304,3161.646631,1084.763411,31.47727893,101275.1713,1.618787407,1090.975125
231,Land,State,HTI,HTI,Haiti,Haiti,30438666485,2404827.429,27099.98144,19916.33487,2166.764531,5016.882036,16868.74195,842.7355618,9388.503927,4838.848387,1667.818147,18783.44991,18.60953332,1791.255465
232,EEZ,Overlapping claim,HTI; USA; JAM,HTI; USA; JAM,Not Applicable,Not Applicable,15500712325,569815.5101,13800.96481,11948.288,NA,1852.676811,12029.48882,1.628000641,1769.847987,23.5506842,NA,13672.66262,NA,104.7515076
233,Land,State,HUN,HUN,Hungary,Hungary,2.01278E+11,2934076.008,93026.50857,75041.10374,7146.167693,10839.23713,80978.78076,1008.079299,11039.64851,4951.89199,64.33853932,77103.25922,17.44981084,10889.56901
234,EEZ,200NM,IDN,IDN,Not Applicable,Not Applicable,6.12429E+12,129441123.2,6022537.118,5385373.34,328646.1328,308517.645,5811405.484,13697.9518,197433.6815,41405.35002,7818.370285,5504795.746,1080.157435,467437.4945
235,Land,State,IDN,IDN,Indonesia,Indonesia,1.90941E+12,117529456.2,1885457.514,139276.8685,487237.6283,1258943.017,821992.6842,679869.3142,383595.5157,39460.69235,17735.8397,570513.9825,535570.4915,722176.508
236,EEZ,200NM,IND,IND,Not Applicable,Not Applicable,2.48406E+12,38230065.53,2323472.559,2134329.989,117976.9674,71165.60258,2306273.093,2905.017745,14294.44789,3643.179156,1078.902347,2143101.981,62.21282349,175586.2835
237,Land,State,IND,IND,India,India,3.53152E+12,41559684.61,2978132.195,2358612.859,199785.595,419733.7408,2667995.911,134913.0236,175223.2599,71756.612,7743.802914,2469070.964,48421.15122,381139.6643
238,Land,Sovereignty unsettled,xAP,IND,Arunachal Pradesh,Not Applicable,86299387231,2356354.16,66889.43898,12548.43271,2967.69674,51373.30953,39352.60067,23383.70023,4153.138084,2167.915715,33.9629819,14461.55839,21253.91822,28972.08367
239,EEZ,200NM,IRL,IRL,Not Applicable,Not Applicable,1.16301E+12,16278163.9,426932.8222,402453.6867,22224.48747,1283.25837,390681.6267,32959.93209,3291.263319,11960.38959,155.5292636,413708.3761,NA,137.1375888
240,Land,State,IRL,IRL,Ireland,Ireland,1.95593E+11,12150202.18,70184.95612,67039.15264,32.18604025,3113.617431,66598.89406,49.45836107,3536.60369,1725.982816,NA,67173.24906,NA,1285.724236
