objectid,type,pol_type,iso_ter,iso_sov,romnam,maplabel,Shape__Area,Shape__Length,total_country_area_km2,2025_Unclassified,2025_Potential,2025_Likely,2018_Unclassified,2018_Potential,2018_Likely,ch_Removal,ch_Downgrade,ch_NoChange,ch_Upgrade,ch_Addition
241,EEZ,200NM,IRN,IRN,Not Applicable,Not Applicable,2.90146E+11,9921936.027,215401.5669,194301.0722,1954.528332,19145.9663,209618.8723,48.14768394,5734.546902,390.2800923,26.22007395,199276.9866,NA,15708.08014
242,Land,State,IRN,IRN,Iran (Islamic Republic of),Iran (Islamic Republic of),2.29992E+12,13278352.82,1621193.684,1495395.824,8183.711547,117614.1485,1542375.182,12739.48812,66079.01346,1683.006739,33.71969129,1566346.148,4468.444482,48662.36525
243,EEZ,200NM,IRQ,IRQ,Not Applicable,Not Applicable,1581429342,630353.8584,1186.673865,564.8772338,399.5683687,222.2282623,1076.029642,NA,110.6442226,7.397211914,18.55093775,642.1760948,NA,518.5496203
244,Land,State,IRQ,IRQ,Iraq,Iraq,6.36004E+11,4416579.537,445120.5523,410689.7286,1134.41807,33296.40559,414848.0809,800.7661853,29471.70517,13340.2855,402.7594321,413722.4543,156.4152309,17498.6378
245,EEZ,200NM,ISL,ISL,Not Applicable,Not Applicable,4.1051E+12,27186234.55,749447.2239,743841.2533,0.70059585,5113.240597,743445.7051,149.1816483,5852.337156,890.3979498,NA,747577.2145,NA,487.5820192
246,Land,State,ISL,ISL,Iceland,Iceland,5.70667E+11,18728634.88,102323.4177,75384.28242,78.69913757,26860.43614,77080.96681,1.085730976,25241.36515,1578.542642,3.384323286,97465.9019,0.361796705,3275.227039
247,EEZ,Joint regime,ISL; SJM,ISL; NOR,Not Applicable,Not Applicable,3.62585E+11,2519133.919,45504.53534,45496.16329,0.318170846,8.053878708,45463.87003,0.954862106,39.71044207,32.29325462,NA,45472.24208,NA,NA
248,EEZ,200NM,ISR,ISR,Not Applicable,Not Applicable,34779014203,944167.7184,24609.0636,20891.57443,3667.978593,49.51058408,24562.43961,NA,46.62399546,1.476238461,18.08921909,20917.15673,NA,3672.34142
249,Land,State,ISR,ISR,Israel,Israel,30554702488,1492614.235,22158.07432,10731.84901,2556.725128,8869.500184,12653.86815,695.0679103,8809.138267,266.3178479,132.9706546,19418.7771,151.6717393,2188.336982
250,EEZ,200NM,ITA,ITA,Not Applicable,Not Applicable,9.08764E+11,17590878.7,536017.9484,421764.5798,52931.52585,61321.84275,457478.8868,61606.63707,16932.42447,15397.39157,138.522812,467831.5336,1538.801777,51111.69862
251,Land,State,ITA,ITA,Italy,Italy,5.60964E+11,14490037.04,301193.8131,200255.9404,44162.67267,56775.20004,238592.3874,22060.94128,40540.48439,12397.61732,2563.08644,229832.2584,5666.786645,50734.06435
252,EEZ,200NM,JAM,JAM,Not Applicable,Not Applicable,2.81826E+11,3250175.586,257082.2993,252039.5028,1386.065457,3656.73101,250619.4642,3955.382167,2507.452944,1833.813471,11.38881444,253755.694,1067.628216,413.7748271
253,Land,State,JAM,JAM,Jamaica,Jamaica,12253132551,876710.8662,11032.25857,NA,NA,11032.25857,4902.970271,900.7916741,5228.496622,NA,NA,5228.496622,900.7916741,4902.970271
254,EEZ,Joint regime,JAM; COL,JAM; COL,Not Applicable,Not Applicable,16511964695,836805.9163,15405.62205,15195.89036,209.7316915,NA,14908.01265,497.6094019,NA,288.7033789,NA,15116.093,NA,0.825668537
255,EEZ,200NM,JOR,JOR,Not Applicable,Not Applicable,128442836.2,63269.02756,100.0803461,79.91542598,NA,20.16492009,79.91650651,NA,20.16383957,2.23940568,NA,95.60045419,NA,2.240486203
256,Land,State,JOR,JOR,Jordan,Jordan,1.22366E+11,1965299.03,88986.28149,75912.07502,8415.904048,4658.302416,76669.0294,7613.301583,4703.950506,493.5409576,1246.120075,85202.89631,793.2288154,1250.495333
257,EEZ,200NM,JPN,JPN,Not Applicable,Not Applicable,5.50029E+12,55542127.91,4064383.473,3593954.331,15911.52267,454517.6193,4017730.443,32096.24716,14556.78327,18534.26853,129.0768766,3598744.592,4665.155798,442310.3801
258,Land,State,JPN,JPN,Japan,Japan,5.9726E+11,38334213.57,371965.6363,315157.2129,18720.0815,38088.34194,299915.9634,3820.219587,68229.45326,19594.36763,14202.09445,333165.1517,650.904263,4353.118228
259,Land,Sovereignty unsettled,xSK,JPN,Senkaku Islands,Not Applicable,7898171.439,21141.23171,2.315721847,NA,NA,2.315721847,NA,NA,2.315721847,NA,NA,2.315721847,NA,NA
260,EEZ,Overlapping claim,JPN; KOR,JPN; KOR,Not Applicable,Not Applicable,2566593219,179604.3188,1570.763766,1551.600015,16.42837398,2.735376926,1513.280088,53.38038968,4.103288329,39.6891746,NA,1529.705344,NA,1.3692475
261,EEZ,Overlapping claim,JPN; RUS,JPN; RUS,Not Applicable,Not Applicable,4.1205E+11,4569293.188,213032.9302,184498.7793,526.5528871,28007.59799,208331.0177,2507.12582,2194.786705,1184.975452,NA,186033.8999,796.8410545,25017.2138
262,EEZ,200NM,KAZ,KAZ,Not Applicable,Not Applicable,2.2503E+11,10697177.7,114485.6784,81925.39061,NA,32560.28777,111744.175,NA,2741.503368,NA,NA,84666.89398,NA,29818.7844
263,Land,State,KAZ,KAZ,Kazakhstan,Kazakhstan,6.15773E+12,27973075.55,2723584.204,2411644.525,48610.94003,263328.7398,2546907.779,33377.68635,143298.739,10192.79464,94.60728954,2538162.42,29678.3334,145456.0491
264,EEZ,200NM,KEN,KEN,Not Applicable,Not Applicable,1.15035E+11,2562199.715,113885.0193,104511.7372,7483.132438,1890.149694,110296.6924,1766.500532,1821.826373,998.2017067,41.75480433,106026.9183,34.98763826,6783.156935
265,Land,State,KEN,KEN,Kenya,Kenya,5.87579E+11,4880797.058,582712.5157,447618.7226,46655.70619,88438.08684,489060.4658,26717.69163,66934.35823,12783.31818,214.3350585,501352.0651,14137.73594,54225.06136
266,EEZ,Overlapping claim,KEN; SOM,KEN; SOM,Not Applicable,Not Applicable,50650468937,1139808.35,50429.40856,6614.261562,43811.72921,3.417796449,50425.13632,NA,4.272246437,0.854449988,NA,6616.824908,NA,43811.72921
267,Land,State,KGZ,KGZ,Kyrgyzstan,Kyrgyzstan,3.5423E+11,5401404.361,198685.1407,174185.9744,7661.562968,16837.60335,184547.6707,28.41956206,14109.05043,1000.630295,245.1554967,186053.6509,23.37738359,11362.32662
268,EEZ,200NM,KHM,KHM,Not Applicable,Not Applicable,50604435208,2361752.781,48641.90104,47082.75425,881.1887175,677.958071,47996.89608,NA,645.0049556,128.5112156,47.85760696,47422.87917,NA,1042.653049
269,Land,State,KHM,KHM,Cambodia,Cambodia,1.91625E+11,4658667.337,181090.3902,77413.35429,23377.89905,80299.13689,67648.73181,53290.18803,60151.47039,19332.09005,1445.886793,134768.4599,15976.48589,9567.467573
270,EEZ,200NM,KIR,KIR,Not Applicable,Not Applicable,3.49344E+12,17621317.32,3438030.001,2783700.235,873.1329562,653456.6331,2385366.744,1301.237595,1051362.019,405589.8973,185.9377312,3024970.413,27.34581861,7256.40666
271,Land,State,KIR,KIR,Kiribati,Kiribati,1018019693,2017734.324,910.46345,16.23676654,NA,894.2266834,14.5279925,NA,895.9354575,6.835719396,NA,898.5007852,NA,5.126945355
272,EEZ,200NM,KNA,KNA,Not Applicable,Not Applicable,10447237914,579385.923,9511.568024,9298.22689,32.67999542,180.6611388,9173.976735,147.1185178,190.4727716,161.0222348,5.719267528,9306.420835,1.633607184,36.77207959
273,Land,State,KNA,KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,294375642.1,136593.014,271.3176911,0.817937416,150.370009,120.1297446,114.4373229,93.12871031,63.75165782,0.817937416,12.26097487,98.87092322,44.93053263,114.4373229
274,EEZ,200NM,KOR,KOR,Not Applicable,Not Applicable,5.16592E+11,17940798.05,339437.1629,332198.1114,291.4701382,6947.581331,333118.6151,506.0308163,5812.517034,508.5463357,NA,337499.5666,NA,1429.049955
275,EEZ,200NM,KOR,KOR,"Republic of Korea
",Republic of Korea,13493850977,1620656.477,8547.468922,8358.007683,NA,189.4612395,8362.809168,NA,184.6597544,15.00557887,NA,8512.656279,NA,19.80706401
276,Land,State,KOR,KOR,Republic of Korea,Republic of Korea,1.55081E+11,15083699.93,99915.60058,92424.01911,NA,7491.581466,92676.69107,NA,7238.909512,641.4866272,NA,98379.95537,NA,894.1585812
277,EEZ,Joint regime,KOR; JPN,KOR; JPN,Not Applicable,Not Applicable,1.12485E+11,1518504.923,82705.44202,82704.70169,NA,0.740333366,82704.70169,NA,0.740333366,NA,NA,82705.44202,NA,NA
278,EEZ,200NM,KWT,KWT,Not Applicable,Not Applicable,14722405551,1292360.761,11168.24021,8739.187072,789.4829433,1639.570199,9518.936537,NA,1649.303678,6.74932127,18.66126106,10356.33085,NA,786.4987856
279,Land,State,KWT,KWT,Kuwait,Kuwait,22974564045,1397028.022,17385.44575,15651.20629,23.85758731,1710.38187,16599.16952,NA,786.2762339,45.50641053,10.42962003,16336.04009,NA,993.4696336
280,Land,State,LAO,LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,2.5749E+11,5509047.382,229976.3365,85732.699,18985.3811,125258.2564,114618.1408,59767.3274,55590.86828,26457.68287,3574.297456,114493.6407,30107.5908,55343.12472
281,EEZ,200NM,LBN,LBN,Not Applicable,Not Applicable,29383644678,829327.5931,20181.41588,20112.93329,30.16594572,38.31665273,20077.44059,61.16093679,42.81435418,69.0416219,15.08827719,20063.73706,NA,33.54892937
282,Land,State,LBN,LBN,Lebanon,Lebanon,14893640169,876215.9527,10228.76867,8512.926493,599.1058856,1116.736287,4554.203616,3776.161279,1898.403771,4661.059887,43.09917367,4553.209669,269.0629265,702.3370095
283,EEZ,200NM,LBR,LBR,Not Applicable,Not Applicable,2.54714E+11,2813132.419,251332.3446,250051.971,886.0016099,394.3720676,250141.136,901.3968743,289.811728,753.7396885,28.94173814,249706.7584,NA,842.9047637
284,Land,State,LBR,LBR,Liberia,Liberia,97622810031,2708533.633,95852.51425,15697.37586,353.1541666,79801.98422,65053.01021,219.1069599,30580.39708,266.8810864,38.29504166,45706.56687,218.2558162,49622.51544
285,EEZ,200NM,LBY,LBY,Not Applicable,Not Applicable,5.21516E+11,4660944.297,364530.3532,360341.3323,36.83219775,4152.188689,362495.0337,1040.374144,994.9453497,1865.325855,12.29789522,358614.9532,18.74898958,4019.027248
286,Land,State,LBY,LBY,Libya,Libya,2.05245E+12,7262680.433,1616267.865,1588159.598,13980.70425,14127.56261,1604172.292,1561.119498,10534.45378,8760.438281,70.86278095,1581758.499,904.9332336,24773.13186
287,EEZ,200NM,LCA,LCA,Not Applicable,Not Applicable,16451273658,907548.0998,15485.05937,14839.75858,516.5814091,128.7193818,13771.43987,1597.354225,116.2652746,1148.072394,8.307000136,14233.98043,14.94586326,79.75368573
288,Land,State,LCA,LCA,Saint Lucia,Saint Lucia,655911001.5,183253.6741,621.1484269,NA,NA,621.1484269,106.3002118,199.2879565,315.5602586,NA,NA,315.5602586,199.2879565,106.3002118
289,Land,State,LIE,LIE,Liechtenstein,Liechtenstein,350076420.6,104140.7051,164.5606356,125.3307843,NA,39.22985127,120.6388738,NA,43.92176184,13.47383367,NA,142.3048788,NA,8.781923104
290,EEZ,200NM,LKA,LKA,Not Applicable,Not Applicable,5.44981E+11,6150233.709,533218.5645,494762.6401,7037.720489,31418.2039,528575.8938,170.2798441,4472.390821,294.6149725,120.6835153,498604.6978,90.69955018,34107.86869
291,Land,State,LKA,LKA,Sri Lanka,Sri Lanka,67434749336,3176301.762,65846.69778,23032.53832,6901.526519,35912.63295,25041.81989,15564.6335,25240.24439,10268.13694,287.700667,39553.75994,3459.681729,12277.41851
292,Land,State,LSO,LSO,Lesotho,Lesotho,40532104603,1256042.864,30588.70447,6326.860091,21214.7074,3047.136979,27659.32032,141.4055147,2787.978634,21.77619948,59.66622866,9016.124375,136.9012363,21354.23643
293,EEZ,200NM,LTU,LTU,Not Applicable,Not Applicable,21510077930,1141125.459,6872.396943,5400.243457,NA,1472.153486,5370.648042,NA,1501.748902,51.62086557,NA,6798.750628,NA,22.02544993
294,Land,State,LTU,LTU,Lithuania,Lithuania,2.00517E+11,3347383.938,65008.23574,62102.82579,NA,2905.409959,62143.95001,NA,2864.285736,242.2030789,NA,64482.70536,NA,283.3273017
295,Land,State,LUX,LUX,Luxembourg,Luxembourg,6183791472,487063.8635,2617.527836,194.7640821,NA,2422.763754,1781.640031,NA,835.8878046,105.7212622,NA,819.2093624,NA,1692.597211
296,EEZ,200NM,LVA,LVA,Not Applicable,Not Applicable,95904978967,2728443.739,28345.87429,23293.29911,NA,5052.575184,23557.94918,NA,4787.925114,168.0192518,NA,27745.18572,NA,432.6693219
297,Land,State,LVA,LVA,Latvia,Latvia,2.15774E+11,4052888.571,64663.47534,59195.68804,NA,5467.787298,58564.09938,NA,6099.375967,775.3025113,NA,63744.45899,NA,143.7138423
298,EEZ,200NM,MAR,MAR,Not Applicable,Not Applicable,3.98628E+11,5227060.549,280495.5008,238037.5369,14680.76975,27777.19405,241279.6166,37776.31675,1439.5674,15198.9982,15.42708125,238185.1586,8654.839066,18441.07785
299,Land,State,MAR,MAR,Morocco,Morocco,5.7564E+11,5257899.204,413587.8812,350588.5603,39879.72413,23119.59674,261013.1959,112109.7133,40464.97198,107860.1575,6753.592259,277761.2318,2928.10656,18284.79311
300,EEZ,200NM,MCO,MCO,Not Applicable,Not Applicable,544227720,260296.1209,287.7379498,NA,8.0820052,279.6559446,284.0085873,NA,3.729362468,NA,1.24314926,2.486213208,NA,284.0085873
301,Land,State,MCO,MCO,Monaco,Monaco,4398243.698,13129.75951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,Land,State,MDA,MDA,Republic of Moldova,Republic of Moldova,73450067112,2626652.51,33909.23007,31827.13738,NA,2082.092684,33511.94882,NA,397.2812462,67.92136501,NA,32088.5759,NA,1752.732803
303,EEZ,200NM,MDG,MDG,Not Applicable,Not Applicable,1.39007E+12,21428964.69,1196734.401,937274.672,60744.11173,198715.617,1159921.513,1503.459969,35309.4281,3913.45887,1336.768187,964404.913,518.9612275,226560.2995
304,Land,State,MDG,MDG,Madagascar,Madagascar,6.69182E+11,15319726.43,590112.7131,356260.4567,41623.12296,192229.1335,371862.0068,76517.96373,141732.7425,46171.44074,1251.761658,449986.977,30929.54276,61772.99092
305,EEZ,Overlapping claim,ATF,MDG; FRA,Not Applicable,Not Applicable,45643268951,928919.9759,43506.26554,28400.03222,2.519334798,15103.71399,42963.19307,215.9937054,327.0787696,65.33986089,NA,28599.79014,212.6348351,14628.50071
306,EEZ,200NM,MDV,MDV,Not Applicable,Not Applicable,9.31146E+11,5695893.285,920183.1777,756113.0595,152730.8686,11339.24964,907799.2546,569.6754176,11814.24772,4.269522261,1515.929243,766957.1445,15.3698485,151690.4646
307,Land,State,MDV,MDV,Maldives,Maldives,301404856.1,1977699.747,46.9489099,0.854325144,NA,46.09458476,1.708654353,NA,45.24025555,NA,NA,46.0945807,NA,0.854329209
308,EEZ,200NM,MEX,MEX,Not Applicable,Not Applicable,3.7199E+12,38064331.92,3184840.786,2881980.252,7833.333734,295027.1996,2665652.269,24014.49703,495174.0194,333435.4234,72.7672024,2730862.54,3362.614813,117107.4403
309,Land,State,MEX,MEX,Mexico,Mexico,2.36508E+12,33445233.66,1951811.744,1297813.786,140280.3269,513717.6308,1417686.443,384866.5026,149258.798,189074.6503,1423.230551,1343417.348,108949.2072,308947.3075
310,EEZ,200NM,MHL,MHL,Not Applicable,Not Applicable,2.08696E+12,14536558.48,2001243.04,1886603.031,1425.934178,113214.0756,1880356.922,5129.142419,115756.9756,7229.279597,57.96507621,1992925.172,47.45281037,983.1712918
311,Land,State,MHL,MHL,Marshall Islands,Marshall Islands,2501103791,7847523.572,2323.655855,55.62734536,NA,2268.02851,64.87853684,1.693255521,2257.084063,25.30122844,NA,2262.955841,0.846365461,34.55241993
312,Land,State,MHL,MHL,Micronesia (Federated States of),Marshall Islands,337238631.9,508119.2105,317.1658925,26.96224432,NA,290.2036482,24.43438659,NA,292.731506,7.583303924,NA,304.5271424,NA,5.055446189
313,Land,State,MKD,MKD,North Macedonia,North Macedonia,44423032494,1015179.138,24807.28928,6476.729909,7839.833096,10490.72627,17838.93477,3229.935204,3738.419301,281.705539,47.7989675,9901.111273,2932.763096,11643.9104
314,Land,State,MLI,MLI,Mali,Mali,1.38649E+12,7895065.387,1251811.152,1168451.401,15883.32868,67476.4217,1220252.486,21113.39096,10445.27485,1532.85296,9.947217269,1192806.379,4128.035578,53333.93753
315,EEZ,200NM,MLT,MLT,Not Applicable,Not Applicable,79659399237,1465046.255,52858.36524,50279.29347,79.3521584,2499.719614,50589.93964,546.264726,1722.160871,528.1530944,NA,51491.41287,NA,838.7992699
316,Land,State,MLT,MLT,Malta,Malta,496672826.8,226781.3695,322.6658227,236.4770596,NA,86.18876306,NA,110.6099822,212.0558405,236.4770596,NA,84.10294836,2.085814704,NA
317,EEZ,200NM,MMR,MMR,Not Applicable,Not Applicable,5.37527E+11,25309639.26,498127.0571,485246.5863,1416.552852,11463.91799,446158.4786,1476.38524,50492.1933,40416.37403,1232.104364,455140.4916,9.82080014,1328.26633
318,Land,State,MMR,MMR,Myanmar,Myanmar,7.75333E+11,29435980.18,667610.6323,370568.0577,64718.53072,232324.0439,458685.3048,80344.0538,128581.2737,83298.52067,5509.055812,398807.2722,8580.015846,171415.7678
319,EEZ,200NM,MNE,MNE,Not Applicable,Not Applicable,11519693656,719590.8225,6371.257034,6189.766375,142.5224767,38.96818249,6253.632792,94.59523257,23.0290101,95.86881315,1.279938062,6114.373053,NA,159.7352297
320,Land,State,MNE,MNE,Montenegro,Montenegro,24764668579,1186910.381,13333.07187,14.5209032,7434.667129,5883.883839,11968.09522,232.1557903,1132.820861,NA,45.44748105,1161.299131,172.7509424,11953.57432
321,Land,State,MNG,MNG,Mongolia,Mongolia,3.35632E+12,11366747.17,1566332.293,1258453.224,40.0952474,307838.974,1287896.343,7089.53013,271346.42,6868.506025,0.556873891,1518568.67,4582.935078,36311.62516
322,EEZ,200NM,MOZ,MOZ,Not Applicable,Not Applicable,6.52687E+11,13025980.93,566879.9377,477845.9644,78800.78685,10233.18642,556595.4025,2082.761721,8201.773417,1972.597605,1304.482256,482875.0057,5.816428894,80722.03573
323,Land,State,MOZ,MOZ,Mozambique,Mozambique,8.72116E+11,14554244.35,786389.2913,553811.8697,34150.44756,198426.974,633010.6631,78664.038,74714.59019,55848.83209,472.9226104,572483.1791,22536.73202,135047.6255
324,EEZ,200NM,MRT,MRT,Not Applicable,Not Applicable,1.93159E+11,2669600.568,173138.3696,136040.5908,15955.51777,21142.26111,143579.0991,21878.98499,7680.28559,4609.462179,NA,154998.5934,1382.343611,12147.97048
325,Land,State,MRT,MRT,Mauritania,Mauritania,1.19274E+12,6792528.175,1040367.022,1012452.969,308.9411173,27605.11174,1027611.189,3543.550092,9212.282707,368.08492,NA,1021387.025,3085.607464,15526.30498
326,EEZ,200NM,MUS,MUS,Not Applicable,Not Applicable,2.07479E+12,10332777.56,1927730.705,1776556.865,851.9654974,150321.8749,1919284.332,1857.26309,6589.110797,2647.517175,5.004105526,1779405.739,297.4612009,145374.9837
327,Land,State,MUS,MUS,Mauritius,Mauritius,3163440507,1170898.433,2734.815878,21.74856739,749.5058299,1963.561481,21.74467934,1162.255909,1550.81529,4.028089441,48.19143077,2217.630647,460.9415096,4.02420139
328,Land,Territory,MUS,MUS,Chagos Archipelago,Chagos Archipelago (Mauri.),61763900.47,275822.4323,47.49514125,0.848105119,NA,46.64703613,NA,NA,47.49514125,0.848105119,NA,46.64703613,NA,NA
329,Land,State,MWI,MWI,Malawi,Malawi,1.25432E+11,3084265.028,118006.2635,72356.23452,21483.93913,24166.08982,95582.52996,8857.070967,13566.66255,4396.226777,7.509192096,81708.89409,4271.111207,27622.52221
330,EEZ,200NM,MYS,MYS,Not Applicable,Not Applicable,5.18844E+11,20386890.98,510855.732,471278.4926,10729.92587,28847.31353,496907.7035,99.73418104,13848.29422,1226.648531,1255.123315,481494.2493,23.85123638,26855.85952
331,Land,State,MYS,MYS,Malaysia,Malaysia,3.32932E+11,17620919.37,328890.7227,18484.62485,127536.3205,182869.7774,113872.0924,162889.3321,52129.29818,5564.264828,4954.279003,111169.595,106250.8515,100951.7324
332,EEZ,200NM,NAM,NAM,Not Applicable,Not Applicable,6.76388E+11,4648809.852,562045.7666,561125.7558,38.37110311,881.6396942,560871.6963,155.8699736,1018.200356,383.0842137,NA,561533.6577,NA,129.0246819
333,Land,State,NAM,NAM,Namibia,Namibia,9.68452E+11,6224560.781,824193.4772,687976.3573,95.60140299,136121.5184,688642.046,2989.581766,132561.8494,1332.641627,0.777975089,818627.9304,2233.796852,1998.330293
334,Land,State,NER,NER,Niger,Niger,1.3107E+12,5988424.933,1183508.151,1028452.485,2464.059846,152591.6066,992008.7265,105248.8036,86250.62117,66566.56441,3.143779082,1050210.277,36605.35975,30122.8061
335,EEZ,200NM,NGA,NGA,Not Applicable,Not Applicable,1.81228E+11,12293369.49,179283.7566,168603.062,516.340929,10164.3537,168039.7791,111.4129578,11132.5645,952.9531546,288.4862437,177652.6469,NA,389.6703311
336,Land,State,NGA,NGA,Nigeria,Nigeria,9.40528E+11,15291880.73,906774.7748,793595.3628,27223.80632,85955.60571,842221.4464,15338.67013,49214.6583,7884.001063,691.4121419,837925.8514,3763.425574,56510.08467
337,EEZ,200NM,NIC,NIC,Not Applicable,Not Applicable,2.26418E+11,6156438.619,213712.2548,170929.5556,285.6104009,42497.08882,170047.8437,30673.00953,12991.4016,1417.124519,11.72932431,181859.6546,29888.33377,535.4126153
338,Land,State,NIC,NIC,Nicaragua,Nicaragua,1.3539E+11,3858646.832,128130.3507,88206.49877,10146.025,29777.82691,80096.48572,13951.76988,34082.09508,17119.44245,2009.234254,98003.78605,1988.458508,9009.429412
339,EEZ,200NM,ABW,NLD,Not Applicable,Not Applicable,31972988892,977829.1009,30034.06979,29681.30492,207.4712418,145.2936304,28554.41089,1332.698807,146.9600895,1135.245624,NA,28890.47256,NA,8.351599561
340,Land,Territory,ABW,NLD,Aruba,Aruba (Neth.),192038108.8,78774.29286,179.5304243,98.532278,NA,80.99814635,124.4218012,3.339496642,51.76912646,14.19489509,NA,123.5813626,1.669748321,40.08441834
341,EEZ,200NM,BES,NLD,Not Applicable,Not Applicable,26617833806,1283419.092,24637.77922,21025.10815,540.0141205,3072.656954,22432.54555,1706.411353,498.8223243,1060.794378,NA,20968.66251,140.0905634,2468.231776
342,Land,State,BES,NLD,Bonaire,Bonaire (Neth.),2494428.737,12551.20516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Land,Territory,BES,NLD,Bonaire,Bonaire (Neth.),300728647.7,116337.902,275.0555591,NA,86.94859197,188.1069671,70.22904428,48.4849417,156.3415731,NA,5.016639535,164.6998243,35.11005101,70.22904428
344,Land,Territory,BES,NLD,Saba,Saba (Neth.),15856466.36,16229.22837,13.86585823,NA,NA,13.86585823,NA,NA,13.86585823,NA,NA,13.86585823,NA,NA
345,Land,Territory,BES,NLD,Sint Eustatius,Sint Eustatius (Neth.),25846151.66,26314.58194,22.03881355,NA,5.714155837,16.32465771,NA,0.816276707,21.22253684,NA,4.89787913,17.14093442,NA,NA
346,EEZ,200NM,CUW,NLD,Not Applicable,Not Applicable,26956617869,1144916.73,25333.90192,25155.83739,2.504807413,175.5597307,25122.3858,53.48886877,158.0272509,45.15657574,NA,25241.94471,35.09564402,11.70499414
347,Land,Territory,CUW,NLD,Curaçao,Curaçao (Neth.),460899347.6,214738.3874,437.2353923,220.7358651,4.178917493,212.3206097,187.2942635,64.3590493,185.5820796,40.13004351,NA,353.6434163,36.77349066,6.688441861
348,EEZ,200NM,NLD,NLD,Not Applicable,Not Applicable,1.82506E+11,6910186.009,64195.21436,55555.37864,NA,8639.83572,56269.96714,NA,7925.247212,169.6073206,NA,63141.41121,NA,884.1958284
349,Land,State,NLD,NLD,Netherlands,Netherlands,93575990135,6641718.379,35219.07917,29002.44157,NA,6216.637592,30518.54777,NA,4700.531395,912.4229185,NA,31878.12713,NA,2428.529116
350,EEZ,200NM,SXM,NLD,Not Applicable,Not Applicable,517631229.8,116375.0187,474.7286498,431.5906336,4.070170411,39.06784584,419.3777621,15.46924835,39.88163939,15.46872258,0.814019088,454.3760755,0.813981553,3.25585109
351,Land,Territory,SXM,NLD,Sint Maarten,Sint Maarten (Neth.),42327523.68,46795.1252,40.69099714,13.83434097,0.813718331,26.04293784,6.510424129,8.951579223,25.22899379,8.951654514,NA,28.48401773,1.627587226,1.627737673
352,Land,Territory,BVT,NOR,Bouvet Island,Bouvet Island,228740312,75869.89884,77.7637751,NA,NA,77.7637751,26.59575425,NA,51.16802085,NA,NA,51.16802085,NA,26.59575425
353,EEZ,200NM,NOR,NOR,Not Applicable,Not Applicable,7.02921E+12,140489111.5,935580.4495,926187.5341,NA,7390.623373,923230.3265,11.12723285,12338.99579,4847.302277,NA,926852.2316,2.895896982,1875.72772
354,Land,State,NOR,NOR,Norway,Norway,1.79419E+12,137672883.8,322726.3199,265552.5353,338.239556,56835.54505,264349.4625,481.6051153,57895.25226,8456.285925,45.00502141,306835.4086,136.4071475,7253.213158
355,EEZ,200NM,SJM,NOR,Not Applicable,Not Applicable,2.48252E+13,71604524.89,1055387.878,965898.5031,55.84716658,89433.52781,962860.8778,315.7903757,92211.20988,4553.793204,0.559032912,1049253.655,63.70293618,1516.167923
356,Land,Territory,SJM,NOR,Svalbard and Jan Mayen Islands,Svalbard & Jan Mayen Is. (Norw.),1.64249E+12,44397505.79,60947.78066,18668.04649,NA,42279.73417,19444.77403,56.07446775,41446.93216,1110.786132,NA,57935.676,13.80484713,1887.513674
357,EEZ,Joint regime,NOR; SWE,NOR; SWE,Not Applicable,Not Applicable,520660303.9,113629.2484,138.5828966,138.5828966,NA,NA,138.5828966,NA,NA,NA,NA,138.5828966,NA,NA
358,Land,State,NPL,NPL,Nepal,Nepal,1.91101E+11,3678915.37,147721.2198,87969.53033,21644.41405,38107.27543,90130.70182,29098.73137,28491.78661,1022.77296,60.78679407,136485.5918,6968.123752,3183.944453
359,EEZ,200NM,NRU,NRU,Not Applicable,Not Applicable,3.11638E+11,2120404.409,308948.0002,308915.525,7.687073157,24.78809647,308915.5257,8.541184698,23.93332113,5.979806187,NA,308936.0399,NA,5.980469988
360,Land,State,NRU,NRU,Nauru,Nauru,22252040.17,17707.76238,17.09521911,11.11189532,NA,5.983323794,10.25713196,0.854762302,5.983324849,2.564284617,NA,11.96665093,0.854762302,1.70952126
361,EEZ,200NM,COK,NZL,Not Applicable,Not Applicable,2.14222E+12,7788905.282,1968635.038,1480929.714,423236.5225,64468.8016,1901466.159,364.7045844,66804.1746,373.533938,2306.843534,1545040.466,4.215928608,420909.9788
362,Land,Territory,COK,NZL,Cook Islands,Cook Islands (NZ),295714117.2,457353.0898,194.7672431,NA,30.39471957,164.3725236,52.74985521,NA,142.0173879,NA,5.586715603,136.4306723,NA,52.74985521
363,EEZ,200NM,NIU,NZL,Not Applicable,Not Applicable,3.60297E+11,2265170.784,318234.282,317721.9025,452.4872355,59.89230012,318136.4216,24.22405804,73.63632437,33.94979852,2.427666719,317749.4356,NA,448.4689517
364,Land,Territory,NIU,NZL,Niue,Niue (NZ),300143370,70300.6281,257.2953292,174.7785305,45.30434775,37.21245092,170.7311666,NA,86.56416257,10.51966102,45.30434775,194.9990233,NA,6.472297117
